KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
KANDANGHAUR,16269,27197,43466
SITURAJA,14367,8144,22511
GANTAR,15996,14124,30120
CIBUGEL,6688,4613,11301
JATINUNGGAL,14850,9438,24288
BUAHDUA,10136,10231,20367
HAURGEULIS,19672,23661,43333
KEDOKAN BUNDER,10162,13842,24004
CONGGEANG,8921,10081,19002
PASEH,10476,11184,21660
LOHBENER,10425,19395,29820
SUKASARI,13736,6357,20093
SINDANG,11934,15742,27676
TANJUNGSARI,33471,13838,47309
GABUSWETAN,11602,19176,30778
LOSARANG,11448,17000,28448
TRISI,14216,16730,30946
JATIGEDE,8211,7324,15535
BONGAS,10345,15694,26039
PASEKAN,4037,8899,12936
SUKRA,8612,15622,24234
KROYA,12121,20605,32726
ANJATAN,15780,29609,45389
SUKAGUMIWANG,9282,8363,17645
TUKDANA,14669,13602,28271
CANTIGI,3563,9434,12997
INDRAMAYU,26417,32843,59260
WIDASARI,7665,12359,20024
PATROL,8916,19410,28326
BANGODUA,6050,8654,14704
JUNTINYUAT,18674,24118,42792
KRANGKENG,13640,19495,33135
SAGALAHERANG,10843,7024,17867
LELEA,11034,15901,26935
CIKEDUNG,12042,11563,23605
SLIYEG,12422,22184,34606
CIPUNAGARA,13023,21641,34664
KERTASEMAYA,11547,17620,29167
DAWUAN,12038,11779,23817
SERANGPANJANG,6993,7502,14495
BALONGAN,10005,11049,21054
SUKASARI,8463,14947,23410
KARANGAMPEL,12071,20542,32613
PAGADEN BARAT,10978,12013,22991
LEGONKULON,5194,7827,13021
JATIBARANG,14193,25565,39758
COMPRENG,8636,16198,24834
CIJAMBE,12697,10681,23378
CIPEUNDUEY,13169,12726,25895
TAMBAKDAHAN,9266,16125,25391
PABUARAN,18201,16083,34284
CISALAK,14383,7405,21788
KASOMALANG,15433,7116,22549
CIBOGO,11659,13304,24963
JALANCAGAK,14437,10464,24901
SUBANG,39761,31952,71713
PURWADADI,15399,18221,33620
PUSAKANAGARA,6908,14810,21718
CIKAUM,0,0,0
CIATER,10547,6396,16943
CIASEM,24950,31011,55961
PUSAKAJAYA,9059,16042,25101
PAGADEN,17480,17404,34884
BINONG,10487,16397,26884
PATOKBEUSI,23878,19507,43385
TANJUNGSIANG,14835,11258,26093
BLANAKAN,12619,21173,33792
CIBATU,11603,6094,17697
KALIJATI,18424,15716,34140
PURWAKARTA,66104,27283,93387
PONDOKSALAM,11799,4409,16208
PAMANUKAN,12292,19202,31494
BABAKANCIKAO,18929,10049,28978
JATILUHUR,25653,9773,35426
SUKASARI,5497,1952,7449
PLERED,28673,8135,36808
SUKATANI,25873,8689,34562
BOJONG,18528,6826,25354
BUNGURSARI,20520,8634,29154
TEGALWARU,18564,5632,24196
TEMPURAN,20067,15617,35684
LEMAHABANG,24144,12579,36723
PASAWAHAN,18701,7078,25779
KIARAPEDES,9606,5075,14681
WANAYASA,15844,6393,22237
JAYAKERTA,16466,13440,29906
RAWAMERTA,18536,11045,29581
CAMPAKA,17318,7361,24679
TELAGASARI,24019,13403,37422
BANYUSARI,0,0,0
TIRTAMULYA,18591,9294,27885
MANIIS,9378,5677,15055
DARANGDAN,24669,9197,33866
CILAMAYA KULON,0,0,0
KARAWANG BARAT,0,0,0
TEGALWARU,14777,4671,19448
MAJALAYA,16638,9427,26065
TELUKJAMBE BARAT,19937,10094,30031
KUTAWALUYA,17271,14119,31390
CILAMAYA WETAN,0,0,0
KOTA BARU,39077,24144,63221
PURWASARI,0,0,0
CIAMPEL,0,0,0
CIBUAYA,14042,11461,25503
PANGKALAN,0,0,0
KARAWANG TIMUR,37638,26956,64594
SUKAKARYA,0,0,0
PEDES,17848,19276,37124
RENGASDENGKLOK,0,0,0
TARUMAJAYA,0,0,0
TIRTAJAYA,19590,15152,34742
JATISARI,0,0,0
CABANGBUNGIN,0,0,0
CILEBAR,0,0,0
CIKARANG SELATAN,0,0,0
TELUKJAMBE TIMUR,39307,23257,62564
KLARI,0,0,0
SUKATANI,0,0,0
BATUJAYA,22550,15006,37556
CIKARANG TIMUR,0,0,0
CIKAMPEK,0,0,0
PEBAYURAN,0,0,0
PAKISJAYA,0,0,0
KEDUNG WARINGIN,0,0,0
SERANG BARU,0,0,0
TAMBUN SELATAN,0,0,0
BABELAN,0,0,0
CIBARUSAH,0,0,0
CIKARANG UTARA,0,0,0
CIKARANG PUSAT,0,0,0
SUKAWANGI,0,0,0
LEMBANG,61223,46661,107884
TAMBUN UTARA,0,0,0
MUARAGEMBONG,0,0,0
CIKARANG BARAT,0,0,0
KARANG BAHAGIA,0,0,0
PADALARANG,64064,29378,93442
SETU,0,0,0
NGAMPRAH,57936,32105,90041
TAMBELANG,0,0,0
BATUJAJAR,37174,14817,51991
CIPATAT,39499,28711,68210
CILILIN,29662,16597,46259
PARONGPONG,30776,28530,59306
CIBITUNG,0,0,0
BOGOR TENGAH,35204,24812,60016
RONGGA,17851,9433,27284
SINDANGKERTA,21517,12037,33554
CIHAMPELAS,38947,20765,59712
BOJONGMANGU,0,0,0
GUNUNGHALU,24211,12846,37057
CIPONGKOR,27612,13537,41149
BOGOR UTARA,59389,35076,94465
CISARUA,22605,19403,42008
TANAH SAREAL,70359,40038,110397
LEMBURSITU,13643,6666,20309
CIPEUNDEUY,27189,14595,41784
GUNUNG PUYUH,17890,6826,24716
WARUDOYONG,19123,11009,30132
SUMUR BANDUNG,11017,8609,19626
CIBEUREUM,14888,4928,19816
CIKALONGWETAN,38236,25677,63913
BOGOR SELATAN,63572,40203,103775
ANTAPANI,25917,16876,42793
CIKOLE,21602,11405,33007
CITAMIANG,19578,7873,27451
SAGULING,9229,6993,16222
BOGOR TIMUR,30962,24809,55771
BOGOR BARAT,80800,45640,126440
BAROS,13394,4363,17757
BANDUNG KULON,41286,30696,71982
UJUNG BERUNG,28181,14642,42823
BOJONGLOA KIDUL,24017,23318,47335
CIBEUNYING KALER,22881,15770,38651
BUAHBATU,33299,20405,53704
BANDUNG KIDUL,18936,12553,31489
CICENDO,28996,25276,54272
SUKASARI,25632,18094,43726
GEDEBAGE,13205,6428,19633
CIBIRU,25092,12619,37711
BANDUNG WETAN,8692,7826,16518
CINAMBO,8496,4349,12845
SUKAJADI,31762,24987,56749
BOJONGLOA KALER,34855,32257,67112
KIARACONDONG,44161,28147,72308
RANCASARI,26610,16022,42632
BABAKAN CIPARAY,36500,35783,72283
ARCAMANIK,23917,16172,40089
KEJAKSAN,12058,12504,24562
PANYILEUKAN,14204,6699,20903
COBLONG,38984,25687,64671
CIBEUNYING KIDUL,36894,24708,61602
BATUNUNGGAL,40037,27050,67087
PEKALIPAN,6264,11358,17622
ANDIR,28655,27537,56192
MANDALAJATI,23030,14068,37098
JATI SEMPURNA,26884,23834,50718
REGOL,23693,21675,45368
CIDADAP,16777,13729,30506
LENGKONG,22918,17045,39963
MUSTIKA JAYA,49876,36325,86201
ASTANA ANYAR,20059,21995,42054
HARJAMUKTI,28150,28698,56848
LEMAH WUNGKUK,12261,18542,30803
RAWA LUMBU,54573,50487,105060
BEKASI TIMUR,73480,64815,138295
KESAMBI,19626,19977,39603
JATIASIH,62360,44480,106840
CILODONG,41539,28362,69901
PANCORAN MAS,65651,55245,120896
CINERE,25097,25017,50114
PONDOK GEDE,66618,56454,123072
LIMO,24486,21754,46240
PONDOK MELATI,34176,35050,69226
MEDAN SATRIA,43566,38727,82293
CIMAHI UTARA,53456,32237,85693
BEKASI UTARA,96021,73139,169160
BANTAR GEBANG,27707,14303,42010
MANGKUBUMI,38334,12700,51034
CIHIDEUNG,25963,16277,42240
BEKASI BARAT,79543,67270,146813
CIMANGGIS,67903,57582,125485
TAPOS,77207,50247,127454
BEKASI SELATAN,56601,50641,107242
SAWANGAN,45597,27542,73139
BEJI,46679,35554,82233
SUKMAJAYA,72187,58823,131010
CIPAYUNG,42982,28859,71841
CIMAHI TENGAH,59660,28868,88528
PURBARATU,18967,5377,24344
CIMAHI SELATAN,85382,43134,128516
JERUKLEGI,0,0,0
KESUGIHAN,0,0,0
INDIHIANG,22235,6874,29109
BOJONGSARI,33956,23710,57666
PURWAHARJA,7099,5856,12955
TAWANG,26321,11037,37358
LANGEN SARI,12508,15561,28069
TAMANSARI,28315,8268,36583
SAMPANG,0,0,0
CIBEUREUM,28649,8063,36712
BUNGURSARI,20866,7088,27954
CILACAP TENGAH,0,0,0
KAWALU,38167,11917,50084
ADIPALA,0,0,0
MAOS,0,0,0
PATIMUAN,0,0,0
CIPEDES,33848,11706,45554
PATARUMAN,17984,15160,33144
BANJAR,18978,13087,32065
MAJENANG,0,0,0
CILACAP UTARA,0,0,0
KEDUNGREJA,0,0,0
WANAREJA,0,0,0
CIMANGGU,0,0,0
KAMPUNG LAUT,0,0,0
SIDAREJA,0,0,0
CIPARI,0,0,0
KAWUNGANTEN,0,0,0
DAYEUHLUHUR,0,0,0
KROYA,0,0,0
BINANGUN,0,0,0
BANTARSARI,0,0,0
CILONGOK,0,0,0
SUMBANG,0,0,0
SOKARAJA,0,0,0
KEMBARAN,0,0,0
CILACAP SELATAN,0,0,0
NUSAWUNGU,0,0,0
KARANG LEWAS,0,0,0
KARANGPUCUNG,0,0,0
GANDRUNGMANGU,0,0,0
PURWOKERTO TIMUR,0,0,0
KEBASEN,0,0,0
GUMELAR,0,0,0
SUMPIUH,0,0,0
KEMRANJEN,0,0,0
JATILAWANG,0,0,0
RAWALO,0,0,0
PURWOKERTO SELATAN,0,0,0
PEKUNCEN,0,0,0
LUMBIR,0,0,0
AJIBARANG,0,0,0
KEDUNG BANTENG,0,0,0
BATURADEN,0,0,0
SOMAGEDE,0,0,0
TAMBAK,0,0,0
KARANGJAMBU,3463,9131,12594
PURWOKERTO BARAT,0,0,0
BOJONGSARI,12041,20961,33002
KALIBAGOR,0,0,0
KARANGREJA,7491,14615,22106
WANGON,0,0,0
PADAMARA,9478,14890,24368
KEMANGKON,13931,19774,33705
PURWOJATI,0,0,0
PENGADEGAN,5974,14530,20504
MREBET,13984,24042,38026
PURWOKERTO UTARA,0,0,0
PATIKRAJA,0,0,0
KARANGMONCOL,9902,17958,27860
BUKATEJA,14990,24535,39525
BANYUMAS,0,0,0
KEJOBONG,7690,17272,24962
KALIMANAH,12142,19189,31331
PAGENTAN,9118,11668,20786
KALIGONDANG,12111,22273,34384
KUTASARI,11227,21440,32667
PEJAWARAN,11927,11288,23215
REMBANG,8720,23459,32179
KARANGANYAR,6964,11818,18782
WANAYASA,11278,15366,26644
BOBOTSARI,12439,15550,27989
KARANGKOBAR,7129,9373,16502
PURBALINGGA,15054,18887,33941
SUSUKAN,8424,21251,29675
PUNGGELAN,13062,25992,39054
PURWONEGORO,12581,27956,40537
RAKIT,11091,16787,27878
PANDANARUM,2995,8403,11398
KERTANEGARA,6272,10380,16652
MANDIRAJA,10397,28500,38897
BANJARMANGU,10445,14949,25394
KALIBENING,8477,14232,22709
MADUKARA,11070,15521,26591
ADIMULYO,9066,11729,20795
PURWOREJO KLAMPOK,7931,16308,24239
WANADADI,8648,8755,17403
SIGALUH,6561,11520,18081
BATUR,9298,11097,20395
PONCOWARNO,3246,5397,8643
PAGEDONGAN,5590,13914,19504
AYAH,10641,23694,34335
BAWANG,13130,19371,32501
KUWARASAN,10067,15930,25997
PADURESO,3261,4863,8124
BONOROWO,5504,5349,10853
ROWOKELE,8509,15511,24020
PURING,10742,20932,31674
BULUSPESANTREN,13136,17686,30822
BUAYAN,8410,22801,31211
SADANG,2220,6951,9171
SEMPOR,10001,22363,32364
ALIAN,11453,17734,29187
BANJARNEGARA,17746,20147,37893
PETANAHAN,12904,19186,32090
PEJAGOAN,10655,16232,26887
GRABAG,10894,16055,26949
KLIRONG,13143,20913,34056
KUTOWINANGUN,11153,14001,25154
KARANGGAYAM,6107,20798,26905
KARANGANYAR,7625,11814,19439
AMBAL,12297,20296,32593
GOMBONG,12332,15076,27408
MIRIT,10378,15578,25956
SRUWENG,10424,19320,29744
KUTOARJO,12953,22397,35350
KEMIRI,12240,20532,32772
PURWODADI,9433,13627,23060
BAGELEN,6328,11504,17832
BAYAN,12064,15807,27871
GEBANG,8798,14459,23257
NGOMBOL,9261,10759,20020
BANYU URIP,11057,13138,24195
LOANO,7521,13671,21192
PURWOREJO,18554,30028,48582
KARANGSAMBUNG,6506,13853,20359
PITURUH,11661,17261,28922
PREMBUN,6738,8532,15270
KEBUMEN,30788,36174,66962
SUKOHARJO,0,0,0
BUTUH,11133,13463,24596
BRUNO,8499,15908,24407
SELOMERTO,0,0,0
BENER,9630,21076,30706
KALIGESING,6164,12561,18725
WADASLINTANG,0,0,0
SALAMAN,17373,23159,40532
GARUNG,0,0,0
KEJAJAR,0,0,0
KERTEK,0,0,0
CANDIMULYO,11691,17803,29494
WONOSOBO,0,0,0
SECANG,20741,24914,45655
LEKSONO,0,0,0
MOJOTENGAH,0,0,0
GRABAG,19900,32681,52581
NGABLAK,9563,17025,26588
KALIKAJAR,0,0,0
WATUMALANG,0,0,0
PAKIS,12748,22325,35073
TEGALREJO,13883,18847,32730
SAPURAN,0,0,0
DUKUN,14303,14673,28976
KALIBAWANG,0,0,0
KEPIL,0,0,0
KALIWIRO,0,0,0
SALAM,13752,14992,28744
BOROBUDUR,15105,21472,36577
KALIANGKRIK,15494,15799,31293
WINDUSARI,13455,14745,28200
SELO,0,0,0
BANDONGAN,17942,15428,33370
TEMPURAN,12774,15842,28616
SAWANGAN,17488,18322,35810
MUNTILAN,22031,26459,48490
WONOSEGORO,0,0,0
KLEGO,0,0,0
SIMO,0,0,0
SAMBI,0,0,0
SRUMBUNG,16696,13113,29809
MUNGKID,24554,19692,44246
MOJOSONGO,0,0,0
KAJORAN,13389,18419,31808
MERTOYUDAN,33186,30995,64181
NGLUWAR,9337,10753,20090
TERAS,0,0,0
KEMUSU,0,0,0
NOGOSARI,0,0,0
KARANGANOM,8006,19403,27409
BOYOLALI,0,0,0
MUSUK,0,0,0
BANYUDONO,0,0,0
ANDONG,0,0,0
SAWIT,0,0,0
JUWANGI,0,0,0
NGEMPLAK,0,0,0
JATINOM,10251,24032,34283
DELANGGU,7808,18067,25875
KARANGGEDE,0,0,0
NGAWEN,9630,17000,26630
AMPEL,0,0,0
PRAMBANAN,9270,21236,30506
WONOSARI,8479,29319,37798
KARANGDOWO,6134,20527,26661
KEMALANG,4732,17473,22205
TULUNG,8231,22597,30828
KEBONARUM,3429,8561,11990
CEPOGO,0,0,0
POLANHARJO,6885,17727,24612
WEDI,7174,22879,30053
TRUCUK,10171,35820,45991
KALIKOTES,4765,15657,20422
WERU,7190,25137,32327
BAYAT,6099,29007,35106
CAWAS,6257,28114,34371
KLATEN TENGAH,6523,18523,25046
BAKI,7721,34193,41914
GANTIWARNO,5769,17131,22900
KARANGNONGKO,5401,16492,21893
JUWIRING,8739,26529,35268
NGUTER,6397,24346,30743
KLATEN UTARA,8653,19462,28115
POLOKARTO,9654,39609,49263
CEPER,9106,29853,38959
BENDOSARI,6937,28495,35432
JOGONALAN,7895,26771,34666
MANISRENGGO,6896,19169,26065
GROGOL,13250,58599,71849
MOJOLABAN,11426,43611,55037
KISMANTORO,0,0,0
GATAK,6873,24498,31371
KLATEN SELATAN,7312,18090,25402
SUKOHARJO,11529,43070,54599
JATIROTO,0,0,0
PEDAN,5420,23192,28612
NGADIROJO,0,0,0
TAWANGSARI,5419,25354,30773
KARANGTENGAH,0,0,0
PURWANTORO,0,0,0
KARTASURA,16335,46712,63047
GIRITONTRO,0,0,0
BATUWARNO,0,0,0
PRACIMANTORO,0,0,0
BULUKERTO,0,0,0
SIDOARJO,0,0,0
SLOGOHIMO,0,0,0
JATISRONO,0,0,0
WONOGIRI,0,0,0
BULU,3086,17874,20960
GIRIWOYO,0,0,0
NGUNTORONADI,0,0,0
PUHPELEM,0,0,0
PARANGGUPITO,0,0,0
BATURETNO,0,0,0
MOJOGEDANG,10628,28389,39017
KARANGANYAR,15636,33038,48674
GIRIMARTO,0,0,0
JATIPURNO,0,0,0
TIRTOMOYO,0,0,0
JATIPURO,5041,15091,20132
KEBAKKRAMAT,11593,27950,39543
GONDANGREJO,9237,37052,46289
JUMANTONO,7001,20883,27884
JENAWI,4628,11445,16073
MATESIH,8547,17353,25900
NGARGOYOSO,5936,15203,21139
TASIKMADU,12679,24697,37376
TAWANGMANGU,7771,19101,26872
EROMOKO,0,0,0
JATEN,14067,35499,49566
SELOGIRI,0,0,0
WURYANTORO,0,0,0
MIRI,4092,16251,20343
JATIYOSO,5870,18143,24013
MANYARAN,0,0,0
KERJO,5938,15807,21745
COLOMADU,9659,29553,39212
KALIJAMBE,6955,21888,28843
KARANGPANDAN,6132,19212,25344
SRAGEN,11832,29784,41616
MONDOKAN,3017,16991,20008
GESI,2482,10120,12602
SUKODONO,4950,13747,18697
GEMOLONG,7463,21287,28750
SAMBUNGMACAN,6830,21354,28184
KARANGMALANG,11753,27460,39213
KEDAWUNG,8015,28446,36461
JUMAPOLO,5192,18740,23932
TANON,7401,24706,32107
GONDANG,6765,19745,26510
MASARAN,12587,31576,44163
SIDOHARJO,8627,24429,33056
JENAR,3148,13503,16651
SUMBERLAWANG,5418,22456,27874
PLUPUH,5491,23320,28811
SAMBIREJO,4598,16842,21440
GODONG,13901,28913,42814
TANGEN,3721,12285,16006
BRATI,6648,18786,25434
WIROSARI,12161,36063,48224
TAWANGHARJO,6580,20819,27399
KEDUNGJATI,7492,14829,22321
KARANGRAYUNG,9705,36188,45893
TEGOWANU,0,0,0
PURWODADI,21586,50862,72448
PENAWANGAN,0,0,0
NGRAMPAL,5900,18235,24135
GROBOGAN,0,0,0
GABUS,7148,31642,38790
KLAMBU,5873,13065,18938
TANGGUNGHARJO,5959,15222,21181
GEYER,7805,28142,35947
KRADENAN,0,0,0
GUBUG,14325,26451,40776
BANJAREJO,9915,23146,33061
PULOKULON,11612,42594,54206
TOROH,13613,45775,59388
JEPON,11059,25040,36099
NGARINGAN,9803,26044,35847
RANDUBLATUNG,17055,26235,43290
NGAWEN,9861,22473,32334
SLUKE,4362,11608,15970
KRADENAN,8749,14372,23121
CEPU,17183,26112,43295
KRAGAN,10997,27224,38221
BOGOREJO,4608,10353,14961
JAPAH,5611,14762,20373
JIKEN,8277,14033,22310
KALIORI,5943,19617,25560
JATI,7985,20211,28196
BLORA,17306,36975,54281
KEDUNGTUBAN,12561,19001,31562
KUNDURAN,10510,26782,37292
TODANAN,8624,28624,37248
SAMBONG,6789,9135,15924
SUKOLILO,0,0,0
TUNJUNGAN,8613,17922,26535
SULANG,6463,17008,23471
SUMBER,5634,16868,22502
PAMOTAN,10768,16246,27014
LASEM,9135,18839,27974
GUNEM,4882,9641,14523
PANCUR,6739,10696,17435
REMBANG,16407,36968,53375
CLUWAK,0,0,0
SEDAN,14521,15279,29800
SALE,7307,14943,22250
DUKUHSETI,0,0,0
TLOGOWUNGU,0,0,0
PATI,0,0,0
BATANGAN,0,0,0
GABUS,0,0,0
TAMBAKROMO,0,0,0
SARANG,18747,18177,36924
TAYU,0,0,0
GEMBONG,0,0,0
GUNUNGWUNGKAL,0,0,0
BULU,4549,12279,16828
KAYEN,0,0,0
MARGOYOSO,0,0,0
MARGOREJO,0,0,0
JAKENAN,0,0,0
WEDARIJAKSA,0,0,0
KALIWUNGU,23864,27994,51858
TRANGKIL,0,0,0
MEJOBO,18295,24893,43188
WINONG,0,0,0
KEDUNG,11714,25211,36925
JUWANA,0,0,0
PUCAKWANGI,0,0,0
JAKEN,0,0,0
TAHUNAN,13514,44946,58460
GEBOG,20288,30483,50771
JATI,26868,33698,60566
KUDUS,22734,31777,54511
BAE,18224,20862,39086
JEKULO,28108,31031,59139
WELAHAN,13474,27142,40616
KALINYAMATAN,13022,19165,32187
KELING,8011,27254,35265
BANGSRI,12216,39188,51404
UNDAAN,16934,23930,40864
DONOROJO,8575,23119,31694
DAWE,19856,35716,55572
DEMAK,23527,34470,57997
KARIMUN JAWA,988,3728,4716
MRANGGEN,33483,53744,87227
MAYONG,15329,31047,46376
BATEALIT,14389,29415,43804
KEMBANG,9721,29304,39025
MLONGGO,12133,30670,42803
PAKIS AJI,8124,22394,30518
KARANGTENGAH,11281,21573,32854
NALUMSARI,11362,23815,35177
BONANG,17262,31864,49126
JEPARA,12818,31196,44014
DEMPET,11194,18571,29765
UNGARAN TIMUR,18054,22367,40421
SAYUNG,23464,32286,55750
GAJAH,10882,15342,26224
WONOSALAM,13927,26713,40640
WEDUNG,13575,23916,37491
MIJEN,7974,19891,27865
KARANGAWEN,21766,28299,50065
PECANGAAN,15351,28816,44167
BERGAS,17081,22598,39679
UNGARAN BARAT,0,0,0
PABELAN,9308,15980,25288
KARANGANYAR,12057,24775,36832
PRINGAPUS,11579,17931,29510
GUNTUR,16180,25048,41228
BANCAK,0,0,0
KEBONAGUNG,7504,13234,20738
GETASAN,10042,22729,32771
BANYUBIRU,10196,15343,25539
TUNTANG,14732,24114,38846
KALIWUNGU,4651,13254,17905
BAWEN,12609,20824,33433
TLOGOMULYO,3440,11397,14837
KRANGGAN,10216,18722,28938
JAMBU,9185,15169,24354
KLEDUNG,4990,11960,16950
BRINGIN,10165,15684,25849
AMBARAWA,11319,26255,37574
SUMOWONO,8657,10658,19315
SURUH,15181,22460,37641
BANSARI,2509,13190,15699
CANDIROTO,6064,14113,20177
WONOBOYO,6252,9757,16009
TEMANGGUNG,20538,28791,49329
TEMBARAK,6729,11013,17742
SELOPAMPANG,5737,6112,11849
KALORAN,9958,17319,27277
KANDANGAN,11985,18354,30339
BANDUNGAN,13504,20685,34189
SUSUKAN,10269,16543,26812
TENGARAN,16397,24177,40574
JUMO,5997,12856,18853
CEPIRING,12680,16947,29627
WELERI,12702,22469,35171
KANGKUNG,9276,17177,26453
BULU,10895,19248,30143
GEMAWANG,7795,12372,20167
NGADIREJO,8857,25266,34123
TRETEP,3881,9132,13013
KEDU,14170,20595,34765
KENDAL,16157,16732,32889
RINGINARUM,6427,13844,20271
BEJEN,4610,8161,12771
PRINGSURAT,11300,19903,31203
SINGOROJO,11692,17006,28698
PATEAN,10922,18843,29765
KALIWUNGU,17245,18495,35740
BOJA,20544,22772,43316
PEGANDON,8490,12393,20883
PATEBON,14226,19499,33725
PLANTUNGAN,6437,9941,16378
ROWOSARI,9254,19098,28352
NGAMPEL,7251,11861,19112
PARAKAN,11289,20857,32146
PECALUNGAN,6124,11138,17262
WONOTUNGGAL,7244,11974,19218
WARUNGASEM,8196,19604,27800
PAGERUYUNG,7826,12020,19846
KALIWUNGU SELATAN,11478,15649,27127
GEMUH,9810,18419,28229
BAWANG,9845,19271,29116
GRINGSING,11492,22122,33614
SUKOREJO,13853,20273,34126
REBAN,7790,13289,21079
BANDAR,11790,22628,34418
BLADO,8343,14243,22586
LIMBANGAN,10447,10122,20569
BATANG,26277,46083,72360
BRANGSONG,11991,15921,27912
TERSONO,9443,13338,22781
WONOPRINGGO,7341,16203,23544
WIRADESA,11949,20788,32737
TULIS,6546,14175,20721
KANDEMAN,7706,19191,26897
LIMPUNG,8581,16141,24722
BUARAN,8427,16765,25192
SUBAH,9782,21225,31007
BOJONG,9744,26604,36348
TIRTO,10309,27694,38003
KESESI,11207,22725,33932
BANYUPUTIH,5860,14284,20144
LEBAKBARANG,1516,4156,5672
KARANGANYAR,7534,13819,21353
KANDANGSERANG,5388,11494,16882
DORO,6561,15336,21897
KEDUNGWUNI,18124,34767,52891
KARANGDADAP,5066,14802,19868
SRAGI,9207,23629,32836
SIWALAN,5028,15551,20579
TALUN,4520,10028,14548
TAMAN,30608,55755,86363
PETARUKAN,24473,54920,79393
MOGA,16932,13775,30707
KAJEN,13019,20409,33428
WONOKERTO,5019,17005,22024
PANINGGARAN,6528,11584,18112
COMAL,14910,33516,48426
PETUNGKRIYONO,2105,4886,6991
ULUJAMI,14131,42849,56980
SURADADI,14611,28976,43587
RANDUDONGKAL,20286,30936,51222
BANTARBOLANG,11943,25472,37415
BELIK,15217,36218,51435
WATUKUMPUL,9018,24996,34014
AMPELGADING,10478,24394,34872
BODEH,9093,20539,29632
PANGKAH,24861,31440,56301
MARGASARI,19655,29269,48924
PEMALANG,36843,61976,98819
DUKUHTURI,19389,26580,45969
WARUNGPRING,5630,12705,18335
PULOSARI,13131,15417,28548
BUMIJAWA,20600,21796,42396
ADIWERNA,25109,40877,65986
SLAWI,18385,22878,41263
PAGERBARANG,8323,19173,27496
WARUREJA,10329,20342,30671
TARUB,14990,24449,39439
KRAMAT,20621,37785,58406
JATINEGARA,11341,15294,26635
LEBAKSIU,15347,26150,41497
BOJONG,15625,17585,33210
SALEM,14237,18963,33200
TALANG,21883,31342,53225
TANJUNG,12520,35281,47801
KEDUNGBANTENG,8217,13124,21341
WANASARI,22596,54137,76733
JATIBARANG,16384,26810,43194
PAGUYANGAN,16461,33550,50011
LARANGAN,22164,56845,79009
KETANGGUNGAN,26046,42651,68697
BALAPULANG,17672,23726,41398
LOSARI,19741,44362,64103
SONGGOM,11284,25903,37187
TONJONG,16354,16615,32969
DUKUHWARU,10892,21175,32067
BANJARHARJO,19197,39128,58325
BANTARKAWUNG,19423,28090,47513
BULAKAMBA,22243,55794,78037
KERSANA,10020,23549,33569
MAGELANG TENGAH,10687,17662,28349
SIRAMPOG,14264,16062,30326
MAGELANG SELATAN,10589,13871,24460
SIDOREJO,10885,19723,30608
PASAR KLIWON,9992,40553,50545
BANJARSARI,15354,90761,106115
BREBES,30887,53922,84809
JEBRES,11173,77733,88906
SIDOMUKTI,9218,15535,24753
BUMIAYU,24154,29444,53598
NGALIYAN,31692,45356,77048
LAWEYAN,11424,47610,59034
SERENGAN,4760,27542,32302
TINGKIR,8620,17114,25734
GENUK,18179,37678,55857
MAGELANG UTARA,10897,10523,21420
GAYAM SARI,11293,29708,41001
GUNUNGPATI,20928,29560,50488
PEDURUNGAN,33160,71319,104479
GAJAH MUNGKUR,11294,23001,34295
SEMARANG BARAT,25016,65319,90335
PEKALONGAN TIMUR,15273,21727,37000
PEKALONGAN BARAT,20534,31442,51976
SEMARANG TENGAH,7745,29858,37603
TEMBALANG,28756,63864,92620
SEMARANG UTARA,16759,53375,70134
ARGOMULYO,9905,16292,26197
TEGAL BARAT,13286,22593,35879
PEKALONGAN SELATAN,11589,20383,31972
BANYUMANIK,28471,49308,77779
SEMARANG TIMUR,9049,34399,43448
CANDISARI,13810,33069,46879
MIJEN,15573,19602,35175
TEGAL SELATAN,14964,18810,33774
KOKAP,9084,12178,21262
TEGAL TIMUR,19531,23428,42959
SEMARANG SELATAN,12467,29157,41624
TUGU,8304,9716,18020
GALUR,10959,9078,20037
PEKALONGAN UTARA,17342,26262,43604
PENGASIH,14963,15224,30187
TEMON,8037,8308,16345
PIYUNGAN,14949,17163,32112
GIRIMULYO,6704,8515,15219
KALIBAWANG,8069,10190,18259
MARGADANA,8131,13944,22075
LENDAH,12493,12934,25427
DLINGO,8570,15742,24312
SEWON,27703,34081,61784
NANGGULAN,9414,9160,18574
SAMIGALUH,7711,9633,17344
IMOGIRI,17068,21086,38154
SENTOLO,14700,15069,29769
BAMBANGLIPURO,11585,14330,25915
PLERET,14595,14050,28645
PANJATAN,11131,11557,22688
JETIS,16802,19291,36093
SEDAYU,16185,13078,29263
BANTUL,18303,21892,40195
KASIHAN,29222,35376,64598
KRETEK,9583,9976,19559
WATES,13880,15035,28915
PAJANGAN,11335,10788,22123
TANJUNGSARI,8243,10562,18805
SRANDAKAN,8983,10818,19801
WONOSARI,22398,31101,53499
PUNDONG,9925,12392,22317
SEMANU,13007,23330,36337
PALIYAN,9713,9452,19165
PANDAK,14072,19020,33092
RONGKOP,5673,13179,18852
BANGUNTAPAN,31177,35058,66235
SANDEN,11478,9242,20720
NGLIPAR,8779,10825,19604
TEPUS,10484,11824,22308
